imageID,utterance,state,valence,arousal,probability
1,terrible,terrible,neg,high,0.003382136464721785
1,terrible,terrible,neg,low,0.00103970867775512
1,terrible,terrible,pos,high,0.00023526338951918035
1,terrible,terrible,pos,low,0.00007014140768150366
1,terrible,bad,neg,high,0.0007502496892242025
1,terrible,bad,neg,low,0.0005366056211561599
1,terrible,bad,pos,high,0.00009562207486603515
1,terrible,bad,pos,low,0.000041024888057965136
1,terrible,neutral,neg,high,0.0001869577759676023
1,terrible,neutral,neg,low,0.0006544267680876406
1,terrible,neutral,pos,high,0.0000661715668170689
1,terrible,neutral,pos,low,0.00013894047780537534
1,terrible,good,neg,high,0.040390463024675874
1,terrible,good,neg,low,0.045028420043534335
1,terrible,good,pos,high,0.04195937324230165
1,terrible,good,pos,low,0.02805929256733581
1,terrible,amazing,neg,high,0.20424044702709568
1,terrible,amazing,neg,low,0.06732037965940826
1,terrible,amazing,pos,high,0.4724022769769524
1,terrible,amazing,pos,low,0.09340209865703637
1,bad,terrible,neg,high,0.0009870359757341105
1,bad,terrible,neg,low,0.0003474613357393616
1,bad,terrible,pos,high,0.000049883710290856944
1,bad,terrible,pos,low,0.000017591118617985285
1,bad,bad,neg,high,0.0017526031727750373
1,bad,bad,neg,low,0.0018550144637691178
1,bad,bad,pos,high,0.00035674943626251516
1,bad,bad,pos,low,0.0003776439515371556
1,bad,neutral,neg,high,0.0001419214540227263
1,bad,neutral,neg,low,0.0007364612940201771
1,bad,neutral,pos,high,0.00005527912823884089
1,bad,neutral,pos,low,0.0002873586445001617
1,bad,good,neg,high,0.03066079071301379
1,bad,good,neg,low,0.05067287909058209
1,bad,good,pos,high,0.0350524807836993
1,bad,good,pos,low,0.05803262235126076
1,bad,amazing,neg,high,0.15504089659988277
1,bad,amazing,neg,low,0.07575920841804241
1,bad,amazing,pos,high,0.39464058817772
1,bad,amazing,pos,low,0.19317553018029096
1,ok,terrible,neg,high,0.0005297594341738235
1,ok,terrible,neg,low,0.00036082151292045073
1,ok,terrible,pos,high,0.000040525185882101184
1,ok,terrible,pos,low,0.000028969974641812132
1,ok,bad,neg,high,0.00030567228284082194
1,ok,bad,neg,low,0.0006270902201419881
1,ok,bad,pos,high,0.00006489544245489823
1,ok,bad,pos,low,0.0001397325359599536
1,ok,neutral,neg,high,0.0003507960171911893
1,ok,neutral,neg,low,0.002186124202359785
1,ok,neutral,pos,high,0.0002233811914816938
1,ok,neutral,pos,low,0.001396941006052331
1,ok,good,neg,high,0.016456181475419412
1,ok,good,neg,low,0.052621293412669114
1,ok,good,pos,high,0.028476396224451517
1,ok,good,pos,low,0.09557115919819964
1,ok,amazing,neg,high,0.08321315501744347
1,ok,amazing,neg,low,0.0786722129553971
1,ok,amazing,pos,high,0.3206033211899063
1,ok,amazing,pos,low,0.3181315715204125
1,good,terrible,neg,high,0.0003022510109893658
1,good,terrible,neg,low,0.00014015461871116864
1,good,terrible,pos,high,0.00004300816506166372
1,good,terrible,pos,low,0.000017970058590789117
1,good,bad,neg,high,0.00017439945484718086
1,good,bad,neg,low,0.00024358190283648617
1,good,bad,pos,high,0.00006887158788043172
1,good,bad,pos,low,0.00008667601160464262
1,good,neutral,neg,high,0.00004345931051555227
1,good,neutral,neg,low,0.00029706456875063143
1,good,neutral,pos,high,0.00004765992461063392
1,good,neutral,pos,low,0.0002935487952970818
1,good,good,neg,high,0.043582482727936224
1,good,good,neg,low,0.07680286938677068
